total_receive,total_send,total_compute,timestamp
448,113,436,8218.0
455,115,442,8318.0
462,117,448,8418.0
469,119,455,8518.0
476,121,460,8618.0
484,123,468,8718.0
491,125,475,8818.0
498,127,480,8918.0
504,129,484,9018.0
511,131,491,9118.0
518,133,496,9218.0
525,135,502,9318.0
531,137,506,9418.0
539,139,514,9518.0
547,141,522,9618.0
553,143,527,9718.0
559,145,531,9818.0
566,147,537,9918.0
572,149,541,10018.0
579,151,547,10118.0
586,153,553,10218.0
593,155,559,10318.0
600,157,565,10418.0
608,159,573,10518.0
616,161,581,10618.0
622,163,587,10718.0
629,165,592,10818.0
636,167,598,10918.0
644,169,606,11019.0
652,171,614,11118.0
659,173,620,11218.0
667,175,628,11318.0
673,177,633,11418.0
680,179,638,11518.0
688,181,646,11618.0
694,183,652,11718.0
699,185,655,11818.0
706,187,659,11918.0
713,189,666,12018.0
720,191,671,12118.0
728,193,679,12218.0
735,195,685,12318.0
742,197,691,12418.0
750,199,699,12518.0
756,201,704,12618.0
764,203,711,12718.0
771,205,717,12818.0
777,207,723,12918.0
783,209,727,13018.0
789,211,732,13119.0
796,213,737,13218.0
801,215,740,13318.0
809,217,746,13418.0
816,219,753,13518.0
824,221,760,13618.0
831,223,766,13718.0
838,225,773,13818.0
846,227,780,13918.0
851,229,784,14018.0
858,231,789,14118.0
866,233,797,14218.0
874,235,805,14318.0
880,237,810,14418.0
886,239,815,14518.0
894,241,822,14618.0
901,243,828,14718.0
907,245,834,14818.0
914,247,840,14918.0
922,249,847,15018.0
929,251,854,15118.0
937,253,861,15218.0
942,255,863,15318.0
950,257,871,15418.0
954,259,874,15518.0
961,261,879,15618.0
969,263,886,15718.0
976,265,892,15818.0
984,267,899,15918.0
992,269,907,16019.0
1000,271,915,16118.0
1007,273,922,16218.0
1014,275,928,16318.0
1022,277,935,16418.0
1029,279,941,16518.0
1036,281,948,16618.0
1044,283,955,16718.0
1051,285,961,16818.0
1059,287,969,16918.0
1065,289,975,17018.0
1071,291,978,17118.0
1079,293,986,17218.0
1086,295,993,17318.0
1093,297,998,17418.0
1100,299,1003,17518.0
1107,301,1009,17618.0
1115,303,1016,17718.0
1123,305,1024,17818.0
1130,307,1030,17918.0
1138,309,1038,18018.0
1146,311,1046,18118.0
1154,313,1054,18218.0
1160,315,1059,18318.0
1167,317,1064,18418.0
1174,319,1071,18518.0
1181,321,1077,18618.0
1188,323,1082,18718.0
1195,325,1088,18818.0
1203,327,1096,18918.0
1210,329,1103,19018.0
1218,331,1110,19118.0
1226,333,1118,19218.0
1233,335,1125,19318.0
1241,337,1132,19418.0
1248,339,1139,19518.0
1255,341,1145,19618.0
1262,343,1151,19718.0
1269,345,1157,19818.0
1275,347,1162,19918.0
1281,349,1168,20018.0
1288,351,1174,20119.0
1295,353,1180,20218.0
1302,355,1186,20318.0
1308,357,1192,20418.0
1315,359,1198,20518.0
1323,361,1206,20618.0
1328,363,1210,20718.0
1336,365,1217,20818.0
1344,367,1225,20918.0
1352,369,1233,21018.0
1359,371,1240,21118.0
1367,373,1247,21218.0
1374,375,1253,21318.0
1382,377,1261,21418.0
1390,379,1269,21518.0
1397,381,1276,21618.0
1403,383,1281,21718.0
1410,385,1286,21818.0
1417,387,1292,21918.0
1425,389,1299,22018.0
1431,391,1305,22118.0
1438,393,1311,22218.0
1444,395,1316,22318.0
1452,397,1323,22418.0
1460,399,1331,22518.0
1468,401,1339,22618.0
1474,403,1344,22718.0
1481,405,1349,22818.0
1488,407,1356,22918.0
1495,409,1362,23018.0
1502,411,1369,23118.0
1508,413,1372,23218.0
1515,415,1378,23318.0
1522,417,1385,23418.0
1529,419,1390,23518.0
1535,421,1396,23618.0
1541,423,1401,23718.0
1548,425,1406,23818.0
1554,427,1410,23918.0
1562,429,1418,24018.0
1569,431,1425,24118.0
1576,433,1431,24218.0
1582,435,1436,24318.0
1590,437,1443,24418.0
1598,439,1451,24518.0
1605,441,1457,24619.0
1612,443,1464,24718.0
1618,445,1467,24818.0
1626,447,1475,24918.0
1633,449,1482,25018.0
1640,451,1487,25118.0
1647,453,1494,25218.0
1654,455,1500,25318.0
1661,457,1505,25418.0
1668,459,1511,25518.0
1675,461,1517,25618.0
1683,463,1525,25719.0
1691,465,1533,25818.0
1698,467,1540,25918.0
1706,469,1547,26018.0
1712,471,1553,26118.0
1720,473,1559,26218.0
1727,475,1566,26318.0
1734,477,1572,26418.0
1738,479,1575,26518.0
1745,481,1580,26618.0
1752,483,1586,26718.0
1760,485,1594,26818.0
1765,487,1598,26918.0
1773,489,1605,27018.0
1780,491,1612,27118.0
1787,493,1618,27218.0
1794,495,1624,27318.0
1801,497,1629,27418.0
1808,499,1636,27518.0
1815,501,1642,27618.0
1823,503,1649,27718.0
1830,505,1656,27818.0
1835,507,1661,27918.0
1840,509,1665,28018.0
1846,511,1669,28118.0
1852,513,1673,28218.0
1858,515,1678,28318.0
1866,517,1684,28418.0
1872,519,1690,28518.0
1879,521,1695,28618.0
1887,523,1702,28718.0
1895,525,1710,28818.0
1902,527,1717,28918.0
1910,529,1724,29018.0
1917,531,1731,29118.0
1923,533,1735,29218.0
1930,535,1740,29318.0
1937,537,1746,29418.0
1941,539,1748,29518.0
1948,541,1754,29618.0
1956,543,1762,29718.0
1964,545,1770,29818.0
1972,547,1778,29918.0
1979,549,1784,30018.0
1986,551,1791,30118.0
1993,553,1797,30218.0
2001,555,1804,30318.0
2006,557,1808,30418.0
2012,559,1813,30518.0
2019,561,1819,30618.0
2026,563,1826,30718.0
2034,565,1833,30818.0
2040,567,1838,30918.0
2048,569,1845,31018.0
2056,571,1853,31118.0
2064,573,1861,31218.0
2072,575,1869,31318.0
2079,577,1876,31418.0
2085,579,1881,31518.0
2090,581,1884,31618.0
2096,583,1890,31718.0
2104,585,1897,31818.0
2111,587,1904,31918.0
2119,589,1911,32018.0
2127,591,1919,32118.0
2135,593,1927,32218.0
2143,595,1935,32318.0
2149,597,1940,32418.0
2156,599,1946,32518.0
2162,601,1952,32618.0
2169,603,1958,32718.0
2177,605,1965,32818.0
2185,607,1973,32918.0
2193,609,1981,33018.0
2198,611,1985,33118.0
2204,613,1989,33218.0
2210,615,1994,33318.0
2216,617,1998,33418.0
2222,619,2003,33518.0
2230,621,2010,33618.0
2237,623,2016,33718.0
2244,625,2023,33818.0
2250,627,2028,33919.0
2256,629,2033,34018.0
2263,631,2039,34118.0
2268,633,2043,34218.0
2274,635,2048,34318.0
2281,637,2055,34418.0
2285,639,2059,34518.0
2290,641,2062,34618.0
2295,643,2066,34718.0
2301,645,2071,34818.0
2307,647,2076,34918.0
2311,649,2079,35018.0
2318,651,2085,35118.0
2322,653,2089,35218.0
2328,655,2094,35318.0
2335,657,2101,35418.0
2342,659,2108,35518.0
2348,661,2114,35618.0
2355,663,2121,35718.0
2360,665,2126,35818.0
2366,667,2131,35918.0
2371,669,2135,36018.0
2377,671,2140,36118.0
2380,673,2143,36218.0
2386,675,2147,36318.0
2392,677,2153,36418.0
2398,679,2159,36518.0
2404,681,2164,36618.0
2411,683,2171,36718.0
2416,685,2176,36818.0
2422,687,2181,36918.0
2426,689,2183,37018.0
2433,691,2189,37118.0
2441,693,2197,37218.0
2447,695,2203,37318.0
2453,697,2209,37418.0
2458,699,2213,37518.0
2464,701,2219,37618.0
2470,703,2225,37718.0
2475,705,2229,37818.0
2481,707,2233,37918.0
2488,709,2239,38018.0
2493,711,2243,38118.0
2500,713,2249,38218.0
2506,715,2255,38318.0
