receive_from_2,receive_from_3,receive_from_4,receive_from_5,compute_from_2,compute_from_3,compute_from_4,compute_from_5,total_receive,total_send,total_compute,timestamp
296,111,0,90,138,69,0,33,957,174,350,23345.0
298,112,0,91,139,70,0,33,964,174,353,23445.0
299,113,0,91,140,70,0,33,970,175,355,23545.0
301,115,0,92,141,72,0,33,978,176,359,23645.0
303,116,0,93,142,73,0,33,985,177,362,23745.0
304,117,0,93,142,73,0,33,991,178,363,23845.0
306,118,0,94,143,74,0,33,998,179,365,23945.0
308,119,0,95,144,75,0,33,1005,179,368,24045.0
309,120,0,95,145,76,0,33,1011,180,371,24145.0
310,120,0,96,145,76,0,33,1016,181,372,24245.0
312,121,0,97,146,76,0,33,1023,182,374,24345.0
313,122,0,97,146,77,0,33,1029,183,376,24445.0
315,124,0,98,147,78,0,33,1037,184,378,24545.0
317,125,0,99,148,79,0,33,1044,184,381,24645.0
318,126,0,99,149,80,0,33,1050,185,384,24745.0
320,127,0,100,150,81,0,33,1057,186,387,24845.0
321,128,0,101,150,81,0,33,1063,187,388,24945.0
323,129,0,101,151,82,0,33,1070,188,391,25045.0
325,130,0,102,152,83,0,33,1077,189,393,25145.0
326,131,0,103,153,84,0,33,1084,189,396,25245.0
328,132,0,103,154,84,0,33,1090,190,398,25345.0
330,134,0,104,155,86,0,33,1098,191,402,25445.0
331,135,0,105,155,86,0,33,1104,192,402,25545.0
333,136,0,105,156,86,0,33,1110,193,404,25645.0
335,137,0,106,157,87,0,33,1117,194,406,25745.0
336,138,0,107,158,88,0,33,1123,194,409,25845.0
338,139,0,107,159,89,0,33,1130,195,412,25945.0
340,140,0,108,160,89,0,33,1137,196,414,26045.0
341,141,0,109,160,90,0,33,1143,197,416,26145.0
343,142,0,109,161,91,0,33,1150,198,419,26245.0
345,144,0,110,162,92,0,33,1158,199,421,26345.0
346,145,0,111,163,93,0,33,1163,199,424,26445.0
348,146,0,111,164,94,0,33,1170,200,427,26545.0
350,147,0,112,165,95,0,33,1177,201,430,26645.0
351,148,0,113,165,95,0,33,1183,202,431,26745.0
353,149,0,113,165,96,0,33,1190,203,433,26845.0
355,150,0,114,166,97,0,33,1197,204,435,26945.0
356,151,0,115,167,98,0,33,1203,204,438,27045.0
358,152,0,115,168,98,0,33,1210,205,440,27145.0
360,154,0,116,169,100,0,33,1218,206,444,27245.0
361,155,0,117,169,100,0,33,1224,207,444,27345.0
363,156,0,117,169,100,0,33,1231,208,445,27445.0
365,157,0,118,170,101,0,33,1238,209,447,27545.0
366,158,0,119,171,102,0,33,1244,209,450,27645.0
368,159,0,119,172,103,0,33,1251,210,453,27745.0
370,160,0,120,173,103,0,33,1257,211,455,27845.0
371,161,0,121,173,104,0,33,1263,212,456,27945.0
373,162,0,121,173,104,0,33,1270,213,457,28045.0
375,164,0,122,174,105,0,33,1278,214,459,28145.0
376,165,0,123,175,106,0,33,1284,214,462,28245.0
378,166,0,123,176,107,0,33,1291,215,465,28345.0
380,167,0,124,177,108,0,33,1298,216,468,28445.0
381,168,0,125,177,108,0,33,1304,217,468,28545.0
