total_receive,total_send,total_compute,timestamp
193,118,191,14346.0
195,119,192,14446.0
197,120,194,14546.0
199,121,196,14646.0
201,122,198,14746.0
203,123,200,14846.0
205,124,202,14946.0
207,125,204,15046.0
209,126,206,15146.0
211,127,208,15246.0
213,128,210,15346.0
215,129,212,15446.0
217,130,214,15546.0
219,131,216,15646.0
220,132,217,15746.0
222,133,218,15846.0
224,134,220,15946.0
226,135,222,16046.0
228,136,224,16146.0
230,137,226,16246.0
232,138,228,16346.0
233,139,229,16446.0
235,140,230,16546.0
237,141,232,16646.0
239,142,234,16746.0
241,143,236,16846.0
243,144,238,16946.0
245,145,240,17046.0
247,146,242,17146.0
249,147,244,17246.0
251,148,246,17346.0
253,149,247,17446.0
255,150,248,17546.0
257,151,250,17646.0
259,152,252,17746.0
261,153,254,17846.0
263,154,256,17946.0
265,155,258,18046.0
266,156,259,18146.0
268,157,260,18246.0
270,158,262,18346.0
272,159,264,18446.0
273,160,265,18546.0
275,161,265,18646.0
277,162,267,18746.0
279,163,269,18846.0
281,164,271,18946.0
283,165,273,19046.0
285,166,275,19146.0
287,167,277,19246.0
288,168,278,19346.0
289,169,278,19446.0
291,170,279,19546.0
293,171,281,19646.0
295,172,283,19746.0
297,173,285,19846.0
299,174,287,19946.0
301,175,289,20046.0
303,176,291,20146.0
304,177,292,20246.0
305,178,292,20346.0
307,179,293,20446.0
309,180,295,20546.0
311,181,296,20646.0
313,182,298,20746.0
315,183,300,20846.0
317,184,302,20946.0
319,185,304,21046.0
320,186,305,21146.0
322,187,306,21246.0
324,188,308,21346.0
325,189,309,21446.0
327,190,310,21546.0
329,191,312,21646.0
331,192,314,21746.0
333,193,316,21846.0
335,194,318,21946.0
337,195,320,22046.0
339,196,322,22146.0
340,197,323,22246.0
341,198,323,22346.0
343,199,324,22446.0
345,200,326,22546.0
347,201,328,22646.0
349,202,330,22746.0
351,203,332,22846.0
353,204,334,22946.0
354,205,335,23046.0
356,206,336,23146.0
358,207,338,23246.0
360,208,340,23346.0
362,209,342,23446.0
364,210,344,23546.0
366,211,346,23646.0
368,212,348,23746.0
370,213,350,23846.0
372,214,352,23946.0
374,215,354,24046.0
376,216,356,24146.0
378,217,358,24246.0
379,218,359,24346.0
381,219,360,24446.0
383,220,362,24546.0
385,221,364,24646.0
387,222,366,24746.0
389,223,368,24846.0
391,224,370,24946.0
393,225,372,25046.0
395,226,374,25146.0
397,227,376,25246.0
399,228,378,25346.0
