total_receive,total_send,total_compute,timestamp
2887,1037,2595,106179.0
2890,1038,2598,106279.0
2892,1039,2600,106379.0
2895,1040,2602,106479.0
2898,1041,2605,106579.0
2901,1042,2608,106679.0
2904,1043,2611,106779.0
2907,1044,2614,106879.0
2909,1045,2616,106979.0
2911,1046,2618,107079.0
2914,1047,2620,107179.0
2917,1048,2620,107279.0
2920,1049,2623,107379.0
2922,1050,2625,107479.0
2924,1051,2627,107579.0
2927,1052,2629,107679.0
2929,1053,2631,107779.0
2932,1054,2633,107879.0
2935,1055,2636,107979.0
2937,1056,2638,108079.0
2939,1057,2640,108179.0
2942,1058,2642,108279.0
2945,1059,2645,108379.0
2948,1060,2648,108479.0
2951,1061,2651,108579.0
2953,1062,2653,108679.0
2956,1063,2655,108779.0
2959,1064,2658,108879.0
2961,1065,2660,108979.0
2964,1066,2662,109079.0
2967,1067,2665,109179.0
2970,1068,2668,109279.0
2972,1069,2670,109379.0
2975,1070,2672,109479.0
2978,1071,2675,109579.0
2980,1072,2677,109679.0
2983,1073,2679,109779.0
2985,1074,2681,109879.0
2988,1075,2683,109979.0
2991,1076,2686,110079.0
2994,1077,2689,110179.0
2996,1078,2691,110279.0
2999,1079,2693,110379.0
3002,1080,2696,110479.0
3005,1081,2699,110579.0
3008,1082,2702,110679.0
3011,1083,2705,110779.0
3014,1084,2708,110879.0
3017,1085,2711,110979.0
3020,1086,2714,111079.0
3023,1087,2717,111179.0
3026,1088,2720,111279.0
3029,1089,2720,111379.0
3032,1090,2723,111479.0
3035,1091,2726,111579.0
3038,1092,2729,111679.0
3041,1093,2732,111779.0
3044,1094,2735,111879.0
3047,1095,2738,111979.0
3050,1096,2741,112079.0
3052,1097,2743,112179.0
3055,1098,2745,112279.0
3058,1099,2748,112379.0
3061,1100,2751,112479.0
3064,1101,2754,112579.0
3067,1102,2757,112679.0
3070,1103,2760,112779.0
3073,1104,2763,112879.0
3076,1105,2766,112979.0
3079,1106,2769,113079.0
3082,1107,2772,113179.0
3085,1108,2775,113279.0
3088,1109,2778,113379.0
3090,1110,2780,113479.0
3093,1111,2782,113579.0
3095,1112,2784,113679.0
3098,1113,2786,113779.0
3099,1114,2787,113879.0
3100,1115,2788,113979.0
3102,1116,2789,114079.0
3104,1117,2791,114179.0
3107,1118,2793,114279.0
3109,1119,2795,114379.0
3112,1120,2797,114479.0
3115,1121,2800,114579.0
3117,1122,2802,114679.0
3120,1123,2804,114779.0
3123,1124,2807,114879.0
3126,1125,2810,114979.0
3129,1126,2813,115079.0
3132,1127,2816,115179.0
3135,1128,2819,115279.0
3138,1129,2822,115379.0
3141,1130,2825,115479.0
3144,1131,2828,115579.0
3147,1132,2831,115679.0
3149,1133,2833,115779.0
3150,1134,2834,115879.0
3153,1135,2835,115979.0
3156,1136,2838,116079.0
3159,1137,2841,116179.0
3161,1138,2843,116279.0
3164,1139,2845,116379.0
3166,1140,2847,116479.0
3169,1141,2849,116579.0
3172,1142,2852,116679.0
3175,1143,2855,116779.0
3178,1144,2858,116879.0
3181,1145,2861,116979.0
3184,1146,2864,117079.0
3186,1147,2866,117179.0
3188,1148,2868,117279.0
3190,1149,2870,117379.0
3193,1150,2872,117479.0
3196,1151,2875,117579.0
3198,1152,2877,117679.0
3201,1153,2878,117779.0
3204,1154,2881,117879.0
3207,1155,2884,117979.0
3209,1156,2886,118079.0
3212,1157,2888,118179.0
3215,1158,2891,118279.0
3218,1159,2894,118379.0
3220,1160,2896,118479.0
3223,1161,2898,118579.0
3226,1162,2901,118679.0
3228,1163,2903,118779.0
3231,1164,2905,118879.0
3234,1165,2908,118979.0
3237,1166,2911,119079.0
3240,1167,2913,119179.0
3243,1168,2916,119279.0
3246,1169,2919,119379.0
3249,1170,2922,119479.0
3252,1171,2925,119579.0
3255,1172,2928,119679.0
3258,1173,2931,119779.0
3261,1174,2934,119879.0
3264,1175,2937,119979.0
3267,1176,2940,120079.0
3270,1177,2943,120179.0
3273,1178,2946,120279.0
3276,1179,2949,120379.0
3279,1180,2952,120479.0
3281,1181,2954,120579.0
3282,1182,2955,120679.0
3285,1183,2956,120779.0
3288,1184,2959,120879.0
3289,1185,2960,120979.0
3292,1186,2961,121079.0
3295,1187,2964,121179.0
3298,1188,2967,121279.0
3301,1189,2970,121379.0
3304,1190,2973,121479.0
3307,1191,2976,121579.0
3309,1192,2978,121679.0
3312,1193,2980,121779.0
3315,1194,2983,121879.0
3317,1195,2985,121979.0
3320,1196,2987,122079.0
3322,1197,2989,122179.0
3324,1198,2991,122279.0
3326,1199,2993,122379.0
3329,1200,2995,122479.0
3332,1201,2998,122579.0
3334,1202,3000,122679.0
3337,1203,3002,122779.0
3340,1204,3005,122879.0
3343,1205,3008,122979.0
3346,1206,3011,123079.0
3349,1207,3014,123179.0
3352,1208,3017,123279.0
3355,1209,3020,123379.0
3358,1210,3023,123479.0
3361,1211,3026,123579.0
3364,1212,3029,123679.0
3367,1213,3032,123779.0
3370,1214,3032,123879.0
3373,1215,3035,123979.0
3376,1216,3038,124079.0
3377,1217,3039,124179.0
3380,1218,3040,124279.0
3383,1219,3043,124379.0
3385,1220,3045,124479.0
3388,1221,3047,124579.0
3390,1222,3049,124679.0
3393,1223,3051,124779.0
3396,1224,3054,124879.0
3399,1225,3057,124979.0
3402,1226,3060,125079.0
3405,1227,3063,125179.0
3408,1228,3066,125279.0
3411,1229,3069,125379.0
3414,1230,3072,125479.0
3417,1231,3075,125579.0
3419,1232,3077,125679.0
3422,1233,3079,125779.0
3425,1234,3082,125879.0
3428,1235,3085,125979.0
3431,1236,3088,126079.0
3434,1237,3091,126179.0
3437,1238,3094,126279.0
3440,1239,3097,126379.0
3443,1240,3100,126479.0
3446,1241,3103,126579.0
3449,1242,3106,126679.0
3451,1243,3108,126779.0
3453,1244,3110,126879.0
3456,1245,3112,126979.0
3459,1246,3115,127079.0
3462,1247,3118,127179.0
3465,1248,3121,127279.0
3468,1249,3124,127379.0
3470,1250,3126,127479.0
3473,1251,3128,127579.0
3476,1252,3131,127679.0
3479,1253,3134,127779.0
3482,1254,3137,127879.0
3485,1255,3140,127979.0
3488,1256,3143,128079.0
3491,1257,3146,128179.0
3493,1258,3148,128279.0
3496,1259,3150,128379.0
3498,1260,3152,128479.0
3500,1261,3153,128579.0
3502,1262,3155,128679.0
3505,1263,3157,128779.0
3507,1264,3159,128879.0
3508,1265,3160,128979.0
3511,1266,3161,129079.0
3514,1267,3164,129179.0
3517,1268,3167,129279.0
3520,1269,3170,129379.0
3522,1270,3172,129479.0
3524,1271,3174,129579.0
3527,1272,3176,129679.0
3530,1273,3179,129779.0
3533,1274,3182,129879.0
3536,1275,3185,129979.0
3539,1276,3188,130079.0
3542,1277,3191,130179.0
3545,1278,3194,130279.0
3547,1279,3196,130379.0
3549,1280,3198,130479.0
3552,1281,3200,130579.0
3555,1282,3203,130679.0
3558,1283,3206,130779.0
3560,1284,3208,130879.0
3562,1285,3210,130979.0
3565,1286,3212,131079.0
3567,1287,3214,131179.0
3569,1288,3216,131279.0
3571,1289,3218,131379.0
3573,1290,3220,131479.0
3575,1291,3222,131579.0
3578,1292,3224,131679.0
3581,1293,3227,131779.0
3584,1294,3230,131879.0
3587,1295,3233,131979.0
3590,1296,3236,132079.0
3593,1297,3239,132179.0
3596,1298,3242,132279.0
3599,1299,3245,132379.0
3601,1300,3247,132479.0
3604,1301,3249,132579.0
3607,1302,3252,132679.0
3610,1303,3255,132779.0
3612,1304,3257,132879.0
3615,1305,3259,132979.0
3618,1306,3262,133079.0
3621,1307,3265,133179.0
3623,1308,3267,133279.0
3625,1309,3269,133379.0
3628,1310,3271,133479.0
3631,1311,3274,133579.0
3634,1312,3277,133679.0
3636,1313,3279,133779.0
3639,1314,3281,133879.0
3641,1315,3283,133979.0
3644,1316,3285,134079.0
3647,1317,3288,134179.0
3650,1318,3291,134279.0
3653,1319,3294,134379.0
3656,1320,3297,134479.0
3659,1321,3300,134579.0
3662,1322,3303,134679.0
3665,1323,3306,134779.0
3668,1324,3309,134879.0
3670,1325,3310,134979.0
3672,1326,3312,135079.0
3674,1327,3314,135179.0
3677,1328,3316,135279.0
3680,1329,3319,135379.0
3683,1330,3322,135479.0
3685,1331,3324,135579.0
3688,1332,3326,135679.0
3691,1333,3329,135779.0
3694,1334,3332,135879.0
3696,1335,3334,135979.0
3699,1336,3336,136079.0
3701,1337,3338,136179.0
3704,1338,3340,136279.0
3706,1339,3342,136379.0
3708,1340,3343,136479.0
3711,1341,3345,136579.0
3713,1342,3347,136679.0
3716,1343,3349,136779.0
3718,1344,3351,136879.0
3720,1345,3353,136979.0
3723,1346,3355,137079.0
3726,1347,3358,137179.0
3729,1348,3361,137279.0
3731,1349,3363,137379.0
3734,1350,3365,137479.0
3737,1351,3368,137579.0
3740,1352,3371,137679.0
3743,1353,3374,137779.0
3746,1354,3377,137879.0
3749,1355,3380,137979.0
3750,1356,3381,138079.0
3753,1357,3382,138179.0
3755,1358,3384,138279.0
3758,1359,3386,138379.0
3761,1360,3389,138479.0
3763,1361,3391,138579.0
3766,1362,3393,138679.0
3769,1363,3396,138779.0
3772,1364,3399,138879.0
3775,1365,3402,138979.0
3777,1366,3404,139079.0
3780,1367,3406,139179.0
3782,1368,3408,139279.0
3785,1369,3410,139379.0
3788,1370,3413,139479.0
3790,1371,3415,139579.0
3793,1372,3417,139679.0
3796,1373,3420,139779.0
3799,1374,3423,139879.0
3801,1375,3425,139979.0
3804,1376,3427,140079.0
3807,1377,3430,140179.0
3810,1378,3433,140279.0
3813,1379,3436,140379.0
3816,1380,3439,140479.0
3819,1381,3442,140579.0
3822,1382,3445,140679.0
3825,1383,3448,140779.0
3828,1384,3451,140879.0
3831,1385,3454,140979.0
3834,1386,3457,141079.0
3837,1387,3460,141179.0
3840,1388,3463,141279.0
3841,1389,3464,141379.0
3844,1390,3465,141479.0
3846,1391,3467,141579.0
3849,1392,3469,141679.0
3851,1393,3471,141779.0
3853,1394,3473,141879.0
3856,1395,3475,141979.0
3859,1396,3478,142079.0
3862,1397,3481,142179.0
3865,1398,3484,142279.0
3868,1399,3487,142379.0
3871,1400,3490,142479.0
3874,1401,3492,142579.0
3877,1402,3495,142679.0
3880,1403,3498,142779.0
3883,1404,3501,142879.0
3886,1405,3504,142979.0
3889,1406,3507,143079.0
3892,1407,3510,143179.0
3895,1408,3513,143279.0
3898,1409,3516,143379.0
3901,1410,3519,143479.0
3904,1411,3522,143579.0
3907,1412,3525,143679.0
3909,1413,3527,143779.0
3912,1414,3529,143879.0
3915,1415,3532,143979.0
3918,1416,3535,144079.0
3921,1417,3538,144179.0
3924,1418,3541,144279.0
3927,1419,3544,144379.0
3930,1420,3547,144479.0
