total_receive,total_send,total_compute,timestamp
13499,3266,12453,492384.0
13501,3267,12455,492484.0
13503,3267,12456,492584.0
13505,3268,12458,492684.0
13506,3269,12459,492784.0
13508,3269,12461,492884.0
13510,3270,12462,492984.0
13512,3271,12464,493084.0
13513,3271,12465,493184.0
13515,3272,12467,493284.0
13517,3273,12468,493384.0
13518,3273,12469,493484.0
13520,3274,12471,493584.0
13522,3275,12472,493684.0
13524,3275,12474,493784.0
13526,3276,12476,493884.0
13528,3277,12478,493984.0
13530,3277,12480,494084.0
13532,3278,12482,494184.0
13533,3279,12483,494284.0
13534,3279,12483,494384.0
13536,3280,12485,494484.0
13538,3281,12486,494584.0
13539,3281,12487,494684.0
13541,3282,12489,494784.0
13543,3283,12490,494884.0
13545,3283,12492,494984.0
13547,3284,12494,495084.0
13549,3285,12496,495184.0
13551,3285,12498,495284.0
13553,3286,12499,495384.0
13555,3287,12501,495484.0
13557,3287,12503,495584.0
13559,3288,12505,495684.0
13560,3289,12506,495784.0
13561,3289,12507,495884.0
13562,3290,12508,495984.0
13564,3291,12509,496084.0
13566,3291,12510,496184.0
13568,3292,12512,496284.0
13570,3293,12514,496384.0
13572,3293,12516,496484.0
13574,3294,12518,496584.0
13576,3295,12520,496684.0
13578,3295,12522,496784.0
13580,3296,12524,496884.0
13582,3297,12526,496984.0
13584,3297,12528,497084.0
13586,3298,12530,497184.0
13588,3299,12532,497284.0
13590,3299,12534,497384.0
13592,3300,12536,497484.0
13593,3301,12537,497584.0
13594,3301,12538,497684.0
13596,3302,12540,497784.0
13598,3303,12541,497884.0
13600,3303,12543,497984.0
13602,3304,12545,498084.0
13603,3305,12546,498184.0
13605,3305,12547,498284.0
13607,3306,12549,498384.0
13608,3307,12550,498484.0
13610,3307,12550,498584.0
13612,3308,12552,498684.0
13614,3309,12554,498784.0
13616,3309,12556,498884.0
13618,3310,12558,498984.0
13620,3311,12560,499084.0
13622,3311,12562,499184.0
13624,3312,12564,499284.0
13626,3313,12566,499384.0
13627,3313,12566,499484.0
13629,3314,12568,499584.0
13631,3315,12569,499684.0
13633,3315,12571,499784.0
13635,3316,12573,499884.0
13637,3317,12575,499984.0
13639,3317,12577,500084.0
13641,3318,12579,500184.0
13642,3319,12580,500284.0
13644,3319,12581,500384.0
13646,3320,12583,500484.0
13648,3321,12585,500584.0
13650,3321,12587,500684.0
13652,3322,12589,500784.0
13654,3323,12591,500884.0
13656,3323,12593,500984.0
13658,3324,12595,501084.0
13660,3325,12597,501184.0
13662,3325,12599,501284.0
13664,3326,12600,501384.0
13666,3327,12602,501484.0
13667,3327,12603,501584.0
13669,3328,12604,501684.0
13670,3329,12605,501784.0
13672,3329,12606,501884.0
13674,3330,12608,501984.0
13676,3331,12610,502084.0
13678,3331,12612,502184.0
13680,3332,12614,502284.0
13681,3333,12615,502384.0
13683,3333,12616,502484.0
13685,3334,12618,502584.0
13685,3335,12618,502684.0
13687,3335,12619,502784.0
13689,3336,12619,502884.0
13691,3337,12621,502984.0
13693,3337,12623,503084.0
13695,3338,12625,503184.0
13697,3339,12627,503284.0
13699,3339,12629,503384.0
13701,3340,12631,503484.0
13703,3341,12633,503584.0
13705,3341,12635,503684.0
13707,3342,12637,503784.0
13709,3343,12639,503884.0
13711,3343,12641,503984.0
13713,3344,12643,504084.0
13715,3345,12645,504184.0
13717,3345,12647,504284.0
13719,3346,12649,504384.0
13721,3347,12651,504484.0
13723,3347,12652,504584.0
13725,3348,12654,504684.0
13727,3349,12656,504784.0
13728,3349,12657,504884.0
13730,3350,12659,504984.0
13732,3351,12660,505084.0
13734,3351,12662,505184.0
13736,3352,12664,505284.0
13738,3353,12666,505384.0
13740,3353,12668,505484.0
13742,3354,12670,505584.0
13744,3355,12672,505684.0
13746,3355,12674,505784.0
13748,3356,12676,505884.0
