receive_from_2,receive_from_3,receive_from_4,receive_from_5,compute_from_2,compute_from_3,compute_from_4,compute_from_5,total_receive,total_send,total_compute,timestamp
4334,4223,0,4301,4229,2371,0,2460,16875,4518,12919,228456.0
4336,4224,0,4303,4231,2371,0,2461,16882,4520,12924,228556.0
4337,4226,0,4305,4232,2373,0,2462,16889,4522,12930,228656.0
4339,4227,0,4307,4233,2373,0,2463,16896,4524,12934,228756.0
4341,4227,0,4309,4235,2373,0,2464,16902,4526,12938,228856.0
4343,4228,0,4311,4237,2374,0,2466,16909,4528,12945,228956.0
4345,4228,0,4312,4239,2374,0,2466,16914,4530,12949,229056.0
4347,4230,0,4314,4241,2376,0,2468,16922,4532,12957,229156.0
4349,4230,0,4316,4243,2376,0,2469,16928,4534,12962,229256.0
4351,4230,0,4318,4245,2376,0,2471,16934,4536,12968,229356.0
4353,4230,0,4320,4247,2376,0,2473,16940,4538,12974,229456.0
4355,4230,0,4322,4249,2376,0,2475,16946,4540,12980,229556.0
4357,4230,0,4324,4251,2376,0,2477,16952,4542,12986,229656.0
4359,4230,0,4326,4253,2376,0,2479,16958,4544,12992,229756.0
4361,4230,0,4328,4255,2376,0,2481,16964,4546,12998,229856.0
4363,4231,0,4330,4257,2377,0,2483,16971,4548,13005,229956.0
4365,4231,0,4332,4259,2377,0,2484,16977,4550,13010,230056.0
4367,4231,0,4334,4261,2377,0,2486,16983,4552,13016,230156.0
4369,4231,0,4336,4263,2377,0,2488,16989,4554,13022,230256.0
4371,4231,0,4338,4265,2377,0,2490,16995,4556,13028,230356.0
4373,4231,0,4340,4267,2377,0,2492,17001,4558,13034,230456.0
4375,4231,0,4342,4269,2377,0,2494,17007,4560,13040,230556.0
4377,4231,0,4344,4271,2377,0,2496,17013,4562,13046,230656.0
4379,4231,0,4346,4273,2377,0,2498,17019,4564,13052,230756.0
4381,4232,0,4348,4275,2378,0,2500,17026,4566,13059,230856.0
4383,4233,0,4350,4277,2379,0,2501,17033,4568,13065,230956.0
4385,4234,0,4352,4279,2380,0,2502,17040,4570,13071,231056.0
4387,4234,0,4354,4281,2380,0,2503,17046,4572,13076,231156.0
4389,4235,0,4356,4283,2380,0,2505,17053,4574,13082,231256.0
4391,4236,0,4358,4285,2381,0,2506,17060,4576,13088,231356.0
4393,4238,0,4360,4287,2382,0,2507,17068,4578,13094,231456.0
4395,4240,0,4362,4289,2383,0,2508,17076,4580,13100,231556.0
4397,4242,0,4364,4291,2384,0,2509,17084,4582,13106,231656.0
4399,4244,0,4366,4293,2385,0,2510,17092,4584,13112,231756.0
4401,4245,0,4368,4295,2385,0,2511,17099,4586,13117,231856.0
4403,4247,0,4370,4297,2387,0,2512,17107,4588,13124,231956.0
4405,4248,0,4372,4298,2388,0,2513,17114,4590,13128,232056.0
4407,4249,0,4374,4300,2389,0,2514,17121,4592,13134,232156.0
4409,4251,0,4376,4302,2390,0,2515,17129,4594,13140,232256.0
4411,4252,0,4378,4304,2390,0,2516,17136,4596,13145,232356.0
4413,4254,0,4380,4306,2391,0,2517,17144,4598,13151,232456.0
4415,4256,0,4382,4307,2392,0,2518,17152,4600,13155,232556.0
4417,4258,0,4384,4309,2393,0,2519,17160,4602,13161,232656.0
4419,4260,0,4386,4311,2394,0,2520,17168,4604,13167,232756.0
4421,4262,0,4388,4313,2395,0,2521,17176,4606,13173,232856.0
4423,4264,0,4390,4315,2396,0,2522,17184,4608,13179,232956.0
4425,4266,0,4392,4317,2397,0,2523,17192,4610,13185,233056.0
4427,4268,0,4394,4319,2398,0,2524,17200,4612,13191,233156.0
4429,4270,0,4396,4321,2399,0,2525,17208,4614,13197,233256.0
4431,4272,0,4398,4323,2400,0,2526,17216,4616,13203,233356.0
4433,4274,0,4400,4325,2401,0,2527,17224,4618,13209,233456.0
4435,4276,0,4402,4327,2402,0,2528,17232,4620,13215,233556.0
4437,4278,0,4404,4329,2403,0,2529,17240,4622,13221,233656.0
4438,4280,0,4406,4329,2404,0,2530,17247,4624,13225,233756.0
4440,4282,0,4408,4331,2405,0,2531,17255,4626,13231,233856.0
4442,4284,0,4410,4333,2406,0,2532,17263,4628,13237,233956.0
4444,4286,0,4412,4335,2407,0,2533,17271,4630,13243,234056.0
4446,4288,0,4414,4337,2408,0,2534,17279,4632,13249,234156.0
4448,4290,0,4416,4339,2409,0,2535,17287,4634,13255,234256.0
4450,4292,0,4418,4341,2410,0,2536,17295,4636,13261,234356.0
4452,4294,0,4420,4343,2411,0,2537,17303,4638,13267,234456.0
4454,4296,0,4422,4345,2412,0,2538,17311,4640,13273,234556.0
4456,4298,0,4424,4347,2413,0,2539,17319,4642,13279,234656.0
4458,4300,0,4426,4349,2414,0,2540,17327,4644,13285,234756.0
4460,4302,0,4428,4351,2415,0,2541,17335,4646,13291,234856.0
4462,4304,0,4430,4353,2416,0,2542,17343,4648,13297,234956.0
4464,4306,0,4432,4355,2417,0,2543,17351,4650,13303,235056.0
4466,4308,0,4434,4357,2418,0,2544,17359,4652,13309,235156.0
4468,4310,0,4436,4359,2419,0,2545,17367,4654,13315,235256.0
4470,4312,0,4438,4361,2420,0,2546,17375,4656,13321,235356.0
4472,4314,0,4440,4363,2421,0,2547,17383,4658,13327,235456.0
4474,4316,0,4441,4365,2422,0,2547,17390,4660,13332,235556.0
4476,4318,0,4443,4367,2423,0,2548,17398,4662,13338,235656.0
4478,4320,0,4445,4369,2424,0,2549,17406,4664,13344,235756.0
4480,4322,0,4447,4371,2425,0,2550,17414,4666,13350,235856.0
4482,4324,0,4449,4373,2426,0,2551,17422,4668,13356,235956.0
4484,4326,0,4451,4375,2427,0,2552,17430,4670,13362,236056.0
4486,4328,0,4453,4377,2428,0,2553,17438,4672,13368,236156.0
4488,4330,0,4455,4379,2429,0,2554,17446,4674,13374,236256.0
4490,4332,0,4457,4381,2430,0,2555,17454,4676,13380,236356.0
4492,4334,0,4459,4383,2432,0,2556,17461,4678,13385,236456.0
4494,4336,0,4461,4385,2433,0,2557,17469,4680,13391,236556.0
4496,4338,0,4463,4387,2434,0,2558,17477,4682,13397,236656.0
4498,4340,0,4465,4389,2435,0,2559,17485,4684,13403,236756.0
4500,4342,0,4467,4391,2436,0,2560,17493,4686,13409,236856.0
4502,4344,0,4469,4393,2437,0,2561,17501,4688,13415,236956.0
4504,4346,0,4471,4395,2438,0,2562,17509,4690,13421,237056.0
4506,4348,0,4473,4397,2439,0,2563,17517,4692,13427,237156.0
4508,4350,0,4475,4399,2440,0,2564,17525,4694,13433,237256.0
4510,4352,0,4477,4401,2441,0,2565,17533,4696,13439,237356.0
4512,4354,0,4478,4403,2442,0,2565,17540,4698,13444,237456.0
4514,4356,0,4480,4405,2443,0,2566,17548,4700,13450,237556.0
4516,4358,0,4482,4407,2444,0,2567,17556,4702,13456,237656.0
4518,4360,0,4484,4409,2445,0,2568,17564,4704,13462,237756.0
4520,4362,0,4486,4411,2446,0,2569,17572,4706,13468,237856.0
4522,4364,0,4488,4413,2447,0,2570,17580,4708,13474,237956.0
4524,4366,0,4490,4415,2448,0,2571,17588,4710,13480,238056.0
4526,4368,0,4492,4417,2449,0,2572,17596,4712,13486,238156.0
4528,4370,0,4494,4419,2450,0,2573,17604,4714,13492,238256.0
4530,4372,0,4496,4421,2451,0,2574,17612,4716,13498,238356.0
4532,4374,0,4498,4423,2452,0,2575,17620,4718,13504,238456.0
4534,4376,0,4500,4425,2453,0,2576,17628,4720,13510,238556.0
4536,4378,0,4502,4427,2454,0,2577,17636,4722,13516,238656.0
4538,4379,0,4504,4429,2454,0,2578,17643,4724,13521,238756.0
4540,4381,0,4506,4431,2455,0,2579,17651,4726,13527,238856.0
4541,4383,0,4508,4432,2456,0,2580,17658,4728,13532,238956.0
4543,4385,0,4510,4433,2457,0,2581,17666,4730,13537,239056.0
4545,4387,0,4512,4435,2458,0,2582,17674,4732,13543,239156.0
4547,4389,0,4514,4437,2459,0,2583,17682,4734,13549,239256.0
4549,4391,0,4516,4439,2460,0,2584,17690,4736,13555,239356.0
4551,4393,0,4518,4441,2461,0,2585,17698,4738,13561,239456.0
4553,4395,0,4520,4443,2462,0,2586,17706,4740,13567,239556.0
4555,4397,0,4522,4445,2463,0,2587,17714,4742,13573,239656.0
4557,4399,0,4524,4447,2464,0,2588,17721,4744,13578,239756.0
4559,4401,0,4526,4449,2465,0,2590,17729,4746,13584,239856.0
4561,4403,0,4528,4450,2466,0,2591,17737,4748,13588,239956.0
4563,4405,0,4530,4452,2467,0,2592,17745,4750,13594,240056.0
4565,4407,0,4532,4454,2468,0,2593,17753,4752,13600,240156.0
4567,4409,0,4534,4456,2469,0,2594,17761,4754,13606,240256.0
4569,4411,0,4536,4458,2470,0,2595,17769,4756,13612,240356.0
4571,4413,0,4538,4460,2471,0,2596,17777,4758,13618,240456.0
4572,4415,0,4540,4461,2472,0,2597,17784,4760,13623,240556.0
4574,4417,0,4542,4462,2473,0,2598,17792,4762,13628,240656.0
4576,4419,0,4544,4464,2474,0,2599,17800,4764,13634,240756.0
4578,4421,0,4546,4466,2475,0,2600,17808,4766,13640,240856.0
4580,4423,0,4548,4468,2476,0,2601,17816,4768,13646,240956.0
4582,4425,0,4550,4470,2477,0,2602,17824,4770,13652,241056.0
4584,4427,0,4552,4472,2478,0,2603,17832,4772,13658,241156.0
4586,4429,0,4554,4474,2479,0,2604,17840,4774,13664,241256.0
4588,4431,0,4556,4475,2479,0,2604,17848,4776,13665,241356.0
4590,4433,0,4558,4476,2480,0,2605,17856,4778,13670,241456.0
4592,4435,0,4559,4478,2482,0,2605,17863,4780,13676,241556.0
4594,4436,0,4561,4480,2482,0,2606,17870,4782,13681,241656.0
4596,4438,0,4563,4482,2483,0,2607,17878,4784,13687,241756.0
4598,4440,0,4565,4484,2484,0,2608,17886,4786,13693,241856.0
4600,4442,0,4567,4486,2485,0,2609,17894,4788,13699,241956.0
4602,4444,0,4569,4488,2486,0,2610,17902,4790,13705,242056.0
4604,4446,0,4571,4490,2487,0,2611,17910,4792,13711,242156.0
4606,4448,0,4573,4492,2488,0,2612,17918,4794,13717,242256.0
4608,4450,0,4575,4494,2489,0,2613,17926,4796,13723,242356.0
4610,4452,0,4577,4496,2490,0,2614,17934,4798,13729,242456.0
4612,4454,0,4579,4498,2491,0,2615,17942,4800,13735,242556.0
4614,4456,0,4581,4499,2492,0,2616,17950,4802,13740,242656.0
4616,4458,0,4583,4501,2493,0,2617,17958,4804,13746,242756.0
4618,4460,0,4585,4503,2494,0,2618,17966,4806,13752,242856.0
4620,4462,0,4587,4505,2495,0,2619,17974,4808,13758,242956.0
4622,4464,0,4589,4507,2496,0,2620,17982,4810,13764,243056.0
4624,4466,0,4591,4509,2497,0,2621,17990,4812,13770,243156.0
4626,4468,0,4593,4511,2498,0,2622,17998,4814,13776,243256.0
4628,4470,0,4595,4513,2499,0,2623,18006,4816,13782,243356.0
4630,4471,0,4597,4515,2499,0,2624,18013,4818,13787,243456.0
4632,4473,0,4599,4517,2500,0,2625,18021,4820,13793,243556.0
