total_receive,total_send,total_compute,timestamp
6697,3477,6498,176384.0
6700,3479,6500,176484.0
6703,3481,6503,176584.0
6707,3483,6506,176684.0
6710,3485,6509,176784.0
6713,3487,6511,176884.0
6717,3489,6514,176984.0
6721,3491,6518,177084.0
6725,3493,6522,177184.0
6729,3495,6526,177284.0
6733,3497,6530,177384.0
6737,3499,6534,177484.0
6740,3501,6537,177584.0
6744,3503,6540,177684.0
6748,3505,6544,177784.0
6752,3507,6548,177884.0
6756,3509,6552,177984.0
6760,3511,6556,178084.0
6763,3513,6557,178184.0
6765,3515,6559,178284.0
6767,3517,6561,178384.0
6770,3519,6563,178484.0
6774,3521,6567,178584.0
6778,3523,6571,178684.0
6782,3525,6575,178784.0
6785,3527,6578,178884.0
6789,3529,6581,178984.0
6792,3531,6583,179084.0
6796,3533,6587,179184.0
6800,3535,6591,179284.0
6802,3537,6593,179384.0
6805,3539,6595,179484.0
6809,3541,6599,179584.0
6813,3543,6603,179684.0
6816,3545,6605,179784.0
6819,3547,6607,179884.0
6823,3549,6611,179984.0
6827,3551,6615,180084.0
6831,3553,6619,180184.0
6834,3555,6621,180284.0
6838,3557,6625,180384.0
6841,3559,6628,180484.0
6844,3561,6630,180584.0
6847,3563,6632,180684.0
6851,3565,6635,180784.0
6853,3567,6637,180884.0
6857,3569,6640,180984.0
6861,3571,6644,181084.0
6865,3573,6648,181184.0
6869,3575,6652,181284.0
6872,3577,6655,181384.0
6875,3579,6657,181484.0
6879,3581,6661,181584.0
6882,3583,6664,181684.0
6886,3585,6667,181784.0
6890,3587,6671,181884.0
6894,3589,6675,181984.0
6898,3591,6679,182084.0
6902,3593,6683,182184.0
6906,3595,6687,182284.0
6909,3597,6689,182384.0
6912,3599,6691,182484.0
6916,3601,6695,182584.0
6919,3603,6697,182684.0
6922,3605,6699,182784.0
6925,3607,6701,182884.0
6929,3609,6705,182984.0
6932,3611,6707,183084.0
6936,3613,6711,183184.0
6940,3615,6715,183284.0
6944,3617,6719,183384.0
6947,3619,6721,183484.0
6950,3621,6724,183584.0
6953,3623,6726,183684.0
6956,3625,6728,183784.0
6960,3627,6732,183884.0
6963,3629,6735,183984.0
6967,3631,6738,184084.0
6971,3633,6742,184184.0
6975,3635,6746,184284.0
6978,3637,6749,184384.0
6981,3639,6751,184484.0
